inserted_at,institution_id,in-patient,out-patient,total
2021-04-09,92fd8fe5-2f7b-4900-a902-0f5afaacd0f0,2.0,13.0,15.0
2021-04-09,94a0a068-e4b8-4e3a-8757-5d2a627d6878,0.0,18.0,18.0
2021-04-09,9db090cf-184b-450e-a07a-97dee812ce0d,2.0,37.0,39.0
2021-04-09,9db63f62-5c58-4303-919e-e23681909271,1.0,5.0,6.0
2021-04-09,9e1484a3-0235-48c5-aeed-c44451c918fa,0.0,2.0,2.0
2021-04-09,a7058bfa-97cb-4ab0-a959-a782dd3ce6a8,2.0,8.0,10.0
2021-04-09,acc05561-603e-409d-9446-4d03353d7a5c,0.0,8.0,8.0
2021-04-09,b05bec66-9c3b-4381-9ad2-0636481ca919,1.0,7.0,8.0
2021-04-09,b37cc3a6-ab60-4f74-89da-f004a87d6ff4,2.0,9.0,11.0
2021-04-09,bd9a1f13-a52c-4372-a63c-1e49bd7a7bf3,1.0,7.0,8.0
2021-04-09,bdd4965b-3cb0-443a-b8de-37c86e621d6c,0.0,7.0,7.0
2021-04-09,bf2cf4ca-dac3-4515-ad33-ef66efebeab5,0.0,14.0,14.0
2021-04-09,c2dc34b5-7a9b-4dcb-85ae-b3b6c23d823e,1.0,34.0,35.0
2021-04-09,c7d5aa80-47af-45fd-95d3-c575a44806e5,0.0,5.0,5.0
2021-04-09,cd756fae-c3e3-4176-a4f1-3e5360718d1d,2.0,10.0,12.0
2021-04-09,cf3a43b2-0fef-4db8-873b-6b24e49cfbf3,0.0,12.0,12.0
2021-04-09,d1ec3213-ae35-4ab3-b45f-72feca0fd5f3,0.0,3.0,3.0
2021-04-09,d21ae02c-0851-4acb-99e9-083d1eeb3f0b,0.0,3.0,3.0
2021-04-09,d4212333-dc53-44f1-a167-d65825a1e727,0.0,5.0,5.0
2021-04-09,d9f64a07-9c47-4f6e-8bbe-a473a688a735,5.0,184.0,189.0
2021-04-09,db06e5e0-8f6f-45d8-92fd-92ce96992012,1.0,11.0,12.0
2021-04-09,e2adc287-86ec-4341-b43d-13cb91255662,0.0,7.0,7.0
2021-04-09,e3115277-d57b-492c-bf7a-1c432ecb473b,1.0,7.0,8.0
2021-04-09,e81b1231-55bc-488a-abf3-9bf0883430ba,1.0,11.0,12.0
2021-04-09,e97d489f-0cea-4cc3-a049-651da1b567b9,0.0,6.0,6.0
2021-04-09,ebb63a9f-bad7-486c-a79e-393b3d0589d2,1.0,10.0,11.0
2021-04-09,ebc01199-49db-4461-abc9-9c0e872a8191,0.0,4.0,4.0
2021-04-09,ece0641a-2b44-4cb1-8e31-074dd5fbb4f1,2.0,47.0,49.0
2021-04-09,f0440cc7-e404-4a2c-bb0d-baf908e9ff25,2.0,38.0,40.0
2021-04-09,f44a6715-552e-40ea-8dd5-c690313e5072,0.0,4.0,4.0
2021-04-09,f7427dbb-e87d-4ed2-b168-136c244596b2,2.0,1.0,3.0
2021-04-09,f7a11005-e09a-431b-afe9-95e8ddac81d8,0.0,44.0,44.0
2021-04-10,01811bcf-ec5b-4a02-a64a-0ac551f9d0ac,0.0,14.0,14.0
2021-04-10,0503125e-929a-4eed-afd6-25213a7b87c7,0.0,21.0,21.0
2021-04-10,09415354-4eb1-4866-87bb-efffe23e196a,0.0,7.0,7.0
2021-04-10,097d4418-6d7c-4922-a703-bde5a6b64919,2.0,43.0,45.0
2021-04-10,0da8e9a5-855d-42c5-9435-d69e1019cafc,0.0,4.0,4.0
2021-04-10,0fa2e546-c292-4060-a05e-beb53fc31e72,0.0,7.0,7.0
2021-04-10,18cb6e95-6073-4102-989e-1b133ac99b29,0.0,20.0,20.0
2021-04-10,19adebda-8361-4267-8ab0-7fe734377602,1.0,12.0,13.0
2021-04-10,19ae2f00-60e7-4db1-8719-644820cc04df,2.0,60.0,62.0
2021-04-10,19ae8e3b-075d-4caa-bdb7-535a971e6505,0.0,1.0,1.0
2021-04-10,29020005-046d-4f92-9999-04738b934b0f,0.0,7.0,7.0
2021-04-10,2fa0d571-e424-4ee7-ac8b-deb7792305a7,5.0,18.0,23.0
2021-04-10,33ca2840-08b5-4a3d-bad4-da63350becd9,0.0,8.0,8.0
2021-04-10,355cd89d-faa1-4620-8857-a05a24b513e3,0.0,12.0,12.0
2021-04-10,3651da1c-b313-445b-8a02-75f4b93d2f65,1.0,14.0,15.0
2021-04-10,384b1f28-514a-4a8f-8cc2-f5b2f94d7d09,4.0,7.0,11.0
2021-04-10,3b883d89-83bd-41a1-9eb1-ee76eb22d897,0.0,1.0,1.0
2021-04-10,3bbbf782-497c-4697-abda-0a88bbee1b38,4.0,32.0,36.0
2021-04-10,3fc67f73-037c-4f06-9edf-b7ff94cd1570,1.0,17.0,18.0
2021-04-10,43215a1a-2794-4ea9-bebd-4c09a2618e6c,0.0,10.0,10.0
2021-04-10,4389a67a-e4bb-4b93-918b-d417078736ae,0.0,9.0,9.0
2021-04-10,46412e2a-6b5f-4d0c-9562-d89c01d15259,0.0,9.0,9.0
2021-04-10,47dc4136-1684-49ed-a1da-945486345c68,0.0,9.0,9.0
2021-04-10,4850e9c9-2945-4087-b4f9-6c302e44b84e,0.0,4.0,4.0
2021-04-10,4a94ba5f-a198-47e0-8eac-817b6991a962,0.0,1.0,1.0
2021-04-10,54a4df3e-b280-4c89-9a72-aad7f18b761b,0.0,19.0,19.0
2021-04-10,589b11b0-d4bf-4b8b-b475-0bcbd6b4e361,1.0,32.0,33.0
2021-04-10,5cc2687c-e6b7-4e76-b7e5-2da37ae08cdb,0.0,5.0,5.0
2021-04-10,5ee1f2ed-2622-4012-8c2f-aca9f5c1af3f,2.0,22.0,24.0
2021-04-10,642c0f92-4819-4d1f-a85d-41d8cc54e74d,0.0,2.0,2.0
2021-04-10,658e24af-453e-4824-a049-5346a5e25964,0.0,5.0,5.0
2021-04-10,6762b0cd-12c6-4026-8886-ce15a48a6398,0.0,5.0,5.0
2021-04-10,67d433c3-01fc-48b8-b86f-83c325fe51cf,2.0,29.0,31.0
2021-04-10,706652e6-6eed-4271-afe8-be8e8322e731,0.0,15.0,15.0
2021-04-10,7b71b487-8a7a-48ad-a817-0eb5b692bfe2,0.0,1.0,1.0
2021-04-10,7b9c90a6-86d3-487f-971a-cc8e2d9367be,0.0,5.0,5.0
2021-04-10,8295dc03-9ec7-4f44-9bab-b1ea94e2eef4,0.0,9.0,9.0
2021-04-10,880c9e5b-5cb2-4662-a1db-1bbc710b7886,0.0,5.0,5.0
2021-04-10,881b33dd-d7fe-429f-84db-807a82253199,0.0,7.0,7.0
2021-04-10,89629d26-4538-4730-a6f1-cddda2435218,1.0,39.0,40.0
2021-04-10,92fd8fe5-2f7b-4900-a902-0f5afaacd0f0,0.0,13.0,13.0
2021-04-10,94a0a068-e4b8-4e3a-8757-5d2a627d6878,0.0,5.0,5.0
2021-04-10,95541ac0-e5ce-493f-b6a4-66142989ad8e,0.0,2.0,2.0
2021-04-10,9db090cf-184b-450e-a07a-97dee812ce0d,0.0,2.0,2.0
2021-04-10,9db63f62-5c58-4303-919e-e23681909271,0.0,8.0,8.0
2021-04-10,9e1484a3-0235-48c5-aeed-c44451c918fa,0.0,2.0,2.0
2021-04-10,a7058bfa-97cb-4ab0-a959-a782dd3ce6a8,0.0,5.0,5.0
2021-04-10,acc05561-603e-409d-9446-4d03353d7a5c,1.0,6.0,7.0
2021-04-10,b05bec66-9c3b-4381-9ad2-0636481ca919,0.0,2.0,2.0
2021-04-10,b37cc3a6-ab60-4f74-89da-f004a87d6ff4,1.0,7.0,8.0
2021-04-10,bd9a1f13-a52c-4372-a63c-1e49bd7a7bf3,1.0,8.0,9.0
2021-04-10,bdd4965b-3cb0-443a-b8de-37c86e621d6c,0.0,8.0,8.0
2021-04-10,bf2cf4ca-dac3-4515-ad33-ef66efebeab5,0.0,4.0,4.0
2021-04-10,c2dc34b5-7a9b-4dcb-85ae-b3b6c23d823e,0.0,4.0,4.0
2021-04-10,c7d5aa80-47af-45fd-95d3-c575a44806e5,0.0,2.0,2.0
2021-04-10,cd059388-fcb3-4c40-b156-2ed1962bd47b,0.0,2.0,2.0
2021-04-10,cd756fae-c3e3-4176-a4f1-3e5360718d1d,2.0,14.0,16.0
2021-04-10,cf3a43b2-0fef-4db8-873b-6b24e49cfbf3,0.0,12.0,12.0
2021-04-10,d1ec3213-ae35-4ab3-b45f-72feca0fd5f3,0.0,12.0,12.0
2021-04-10,d4212333-dc53-44f1-a167-d65825a1e727,0.0,4.0,4.0
2021-04-10,d8c45b45-c70a-47d6-81ba-da8e0cfac6e0,0.0,1.0,1.0
2021-04-10,d9f64a07-9c47-4f6e-8bbe-a473a688a735,0.0,4.0,4.0
2021-04-10,db06e5e0-8f6f-45d8-92fd-92ce96992012,5.0,47.0,52.0
2021-04-10,e2adc287-86ec-4341-b43d-13cb91255662,0.0,4.0,4.0
2021-04-10,e3115277-d57b-492c-bf7a-1c432ecb473b,1.0,4.0,5.0
2021-04-10,e81b1231-55bc-488a-abf3-9bf0883430ba,0.0,8.0,8.0
2021-04-10,e97d489f-0cea-4cc3-a049-651da1b567b9,0.0,5.0,5.0
2021-04-10,ebb63a9f-bad7-486c-a79e-393b3d0589d2,1.0,3.0,4.0
2021-04-10,ebc01199-49db-4461-abc9-9c0e872a8191,0.0,11.0,11.0
2021-04-10,ece0641a-2b44-4cb1-8e31-074dd5fbb4f1,0.0,16.0,16.0
2021-04-10,f0440cc7-e404-4a2c-bb0d-baf908e9ff25,1.0,14.0,15.0
2021-04-10,f7427dbb-e87d-4ed2-b168-136c244596b2,0.0,1.0,1.0
2021-04-10,f7a11005-e09a-431b-afe9-95e8ddac81d8,2.0,34.0,36.0
2021-04-11,0503125e-929a-4eed-afd6-25213a7b87c7,2.0,21.0,23.0
2021-04-11,09415354-4eb1-4866-87bb-efffe23e196a,0.0,3.0,3.0
2021-04-11,097d4418-6d7c-4922-a703-bde5a6b64919,1.0,42.0,43.0
2021-04-11,0da8e9a5-855d-42c5-9435-d69e1019cafc,1.0,0.0,1.0
2021-04-11,18cb6e95-6073-4102-989e-1b133ac99b29,0.0,14.0,14.0
2021-04-11,19ae2f00-60e7-4db1-8719-644820cc04df,2.0,74.0,76.0
2021-04-11,29020005-046d-4f92-9999-04738b934b0f,0.0,3.0,3.0
2021-04-11,2fa0d571-e424-4ee7-ac8b-deb7792305a7,0.0,17.0,17.0
2021-04-11,33ca2840-08b5-4a3d-bad4-da63350becd9,0.0,4.0,4.0
2021-04-11,355cd89d-faa1-4620-8857-a05a24b513e3,0.0,15.0,15.0
2021-04-11,3651da1c-b313-445b-8a02-75f4b93d2f65,0.0,4.0,4.0
2021-04-11,384b1f28-514a-4a8f-8cc2-f5b2f94d7d09,0.0,4.0,4.0
2021-04-11,3b883d89-83bd-41a1-9eb1-ee76eb22d897,0.0,2.0,2.0
2021-04-11,3bbbf782-497c-4697-abda-0a88bbee1b38,2.0,40.0,42.0
2021-04-11,3fc67f73-037c-4f06-9edf-b7ff94cd1570,2.0,19.0,21.0
2021-04-11,4389a67a-e4bb-4b93-918b-d417078736ae,0.0,2.0,2.0
2021-04-11,46412e2a-6b5f-4d0c-9562-d89c01d15259,0.0,6.0,6.0
2021-04-11,47dc4136-1684-49ed-a1da-945486345c68,0.0,5.0,5.0
2021-04-11,4850e9c9-2945-4087-b4f9-6c302e44b84e,0.0,1.0,1.0
2021-04-11,54a4df3e-b280-4c89-9a72-aad7f18b761b,0.0,6.0,6.0
2021-04-11,589b11b0-d4bf-4b8b-b475-0bcbd6b4e361,1.0,7.0,8.0
2021-04-11,5cc2687c-e6b7-4e76-b7e5-2da37ae08cdb,0.0,4.0,4.0
2021-04-11,5ee1f2ed-2622-4012-8c2f-aca9f5c1af3f,0.0,19.0,19.0
2021-04-11,642c0f92-4819-4d1f-a85d-41d8cc54e74d,0.0,5.0,5.0
2021-04-11,658e24af-453e-4824-a049-5346a5e25964,0.0,3.0,3.0
2021-04-11,67d433c3-01fc-48b8-b86f-83c325fe51cf,2.0,14.0,16.0
2021-04-11,706652e6-6eed-4271-afe8-be8e8322e731,0.0,1.0,1.0
2021-04-11,7b71b487-8a7a-48ad-a817-0eb5b692bfe2,0.0,1.0,1.0
2021-04-11,8295dc03-9ec7-4f44-9bab-b1ea94e2eef4,0.0,7.0,7.0
2021-04-11,881b33dd-d7fe-429f-84db-807a82253199,1.0,12.0,13.0
2021-04-11,89629d26-4538-4730-a6f1-cddda2435218,0.0,6.0,6.0
2021-04-11,92fd8fe5-2f7b-4900-a902-0f5afaacd0f0,0.0,12.0,12.0
2021-04-11,94a0a068-e4b8-4e3a-8757-5d2a627d6878,0.0,6.0,6.0
2021-04-11,9db090cf-184b-450e-a07a-97dee812ce0d,0.0,4.0,4.0
2021-04-11,9db63f62-5c58-4303-919e-e23681909271,0.0,4.0,4.0
2021-04-11,9e1484a3-0235-48c5-aeed-c44451c918fa,0.0,3.0,3.0
2021-04-11,a7058bfa-97cb-4ab0-a959-a782dd3ce6a8,0.0,10.0,10.0
2021-04-11,acc05561-603e-409d-9446-4d03353d7a5c,1.0,3.0,4.0
2021-04-11,b05bec66-9c3b-4381-9ad2-0636481ca919,0.0,3.0,3.0
2021-04-11,b37cc3a6-ab60-4f74-89da-f004a87d6ff4,0.0,3.0,3.0
2021-04-11,bd9a1f13-a52c-4372-a63c-1e49bd7a7bf3,1.0,4.0,5.0
2021-04-11,bf2cf4ca-dac3-4515-ad33-ef66efebeab5,0.0,8.0,8.0
2021-04-11,c2dc34b5-7a9b-4dcb-85ae-b3b6c23d823e,0.0,8.0,8.0
2021-04-11,c7d5aa80-47af-45fd-95d3-c575a44806e5,0.0,5.0,5.0
2021-04-11,cd059388-fcb3-4c40-b156-2ed1962bd47b,0.0,2.0,2.0
2021-04-11,cd756fae-c3e3-4176-a4f1-3e5360718d1d,0.0,6.0,6.0
2021-04-11,cf3a43b2-0fef-4db8-873b-6b24e49cfbf3,1.0,9.0,10.0
2021-04-11,d1ec3213-ae35-4ab3-b45f-72feca0fd5f3,0.0,3.0,3.0
2021-04-11,db06e5e0-8f6f-45d8-92fd-92ce96992012,0.0,5.0,5.0
2021-04-11,e2adc287-86ec-4341-b43d-13cb91255662,0.0,5.0,5.0
2021-04-11,e3115277-d57b-492c-bf7a-1c432ecb473b,1.0,6.0,7.0
2021-04-11,e81b1231-55bc-488a-abf3-9bf0883430ba,0.0,10.0,10.0
2021-04-11,ebb63a9f-bad7-486c-a79e-393b3d0589d2,0.0,5.0,5.0
2021-04-11,ebc01199-49db-4461-abc9-9c0e872a8191,0.0,4.0,4.0
2021-04-11,ece0641a-2b44-4cb1-8e31-074dd5fbb4f1,0.0,16.0,16.0
2021-04-11,f0440cc7-e404-4a2c-bb0d-baf908e9ff25,1.0,13.0,14.0
2021-04-11,f7427dbb-e87d-4ed2-b168-136c244596b2,2.0,2.0,4.0
2021-04-11,f7a11005-e09a-431b-afe9-95e8ddac81d8,2.0,21.0,23.0
2021-04-12,01811bcf-ec5b-4a02-a64a-0ac551f9d0ac,0.0,9.0,9.0
2021-04-12,0503125e-929a-4eed-afd6-25213a7b87c7,0.0,47.0,47.0
2021-04-12,09415354-4eb1-4866-87bb-efffe23e196a,0.0,5.0,5.0
2021-04-12,097d4418-6d7c-4922-a703-bde5a6b64919,0.0,49.0,49.0
2021-04-12,0da8e9a5-855d-42c5-9435-d69e1019cafc,2.0,4.0,6.0
2021-04-12,0fa2e546-c292-4060-a05e-beb53fc31e72,0.0,9.0,9.0
2021-04-12,10ea7f56-d729-472f-a364-d0c796647abf,0.0,1.0,1.0
2021-04-12,18cb6e95-6073-4102-989e-1b133ac99b29,0.0,47.0,47.0
2021-04-12,19adebda-8361-4267-8ab0-7fe734377602,0.0,4.0,4.0
2021-04-12,19ae2f00-60e7-4db1-8719-644820cc04df,1.0,69.0,70.0
2021-04-12,19ae8e3b-075d-4caa-bdb7-535a971e6505,3.0,35.0,38.0
2021-04-12,1fb76d53-e58e-4e10-b5ac-1b288a87efb2,0.0,1.0,1.0
2021-04-12,29020005-046d-4f92-9999-04738b934b0f,1.0,41.0,42.0
2021-04-12,2fa0d571-e424-4ee7-ac8b-deb7792305a7,0.0,28.0,28.0
2021-04-12,33ca2840-08b5-4a3d-bad4-da63350becd9,0.0,10.0,10.0
2021-04-12,355cd89d-faa1-4620-8857-a05a24b513e3,0.0,16.0,16.0
2021-04-12,3651da1c-b313-445b-8a02-75f4b93d2f65,1.0,18.0,19.0
2021-04-12,384b1f28-514a-4a8f-8cc2-f5b2f94d7d09,1.0,10.0,11.0
2021-04-12,39f04721-9871-45a8-bc2a-7c892487ba87,0.0,25.0,25.0
2021-04-12,3bbbf782-497c-4697-abda-0a88bbee1b38,4.0,43.0,47.0
2021-04-12,3fc67f73-037c-4f06-9edf-b7ff94cd1570,0.0,23.0,23.0
2021-04-12,43215a1a-2794-4ea9-bebd-4c09a2618e6c,0.0,19.0,19.0
2021-04-12,4531a46a-a197-4f87-a56a-5013e21efbcb,0.0,2.0,2.0
2021-04-12,46412e2a-6b5f-4d0c-9562-d89c01d15259,0.0,14.0,14.0
2021-04-12,47dc4136-1684-49ed-a1da-945486345c68,0.0,10.0,10.0
2021-04-12,4850e9c9-2945-4087-b4f9-6c302e44b84e,1.0,4.0,5.0
2021-04-12,4a94ba5f-a198-47e0-8eac-817b6991a962,0.0,3.0,3.0
2021-04-12,54a4df3e-b280-4c89-9a72-aad7f18b761b,0.0,4.0,4.0
2021-04-12,589b11b0-d4bf-4b8b-b475-0bcbd6b4e361,3.0,14.0,17.0
2021-04-12,5cc2687c-e6b7-4e76-b7e5-2da37ae08cdb,3.0,10.0,13.0
2021-04-12,5ee1f2ed-2622-4012-8c2f-aca9f5c1af3f,1.0,31.0,32.0
2021-04-12,642c0f92-4819-4d1f-a85d-41d8cc54e74d,0.0,2.0,2.0
2021-04-12,658e24af-453e-4824-a049-5346a5e25964,0.0,4.0,4.0
2021-04-12,67d433c3-01fc-48b8-b86f-83c325fe51cf,2.0,55.0,57.0
2021-04-12,706652e6-6eed-4271-afe8-be8e8322e731,0.0,17.0,17.0
2021-04-12,7b71b487-8a7a-48ad-a817-0eb5b692bfe2,4.0,31.0,35.0
2021-04-12,7b9c90a6-86d3-487f-971a-cc8e2d9367be,2.0,6.0,8.0
2021-04-12,7f71654b-0641-4351-897e-60869c7b9de5,0.0,1.0,1.0
2021-04-12,8295dc03-9ec7-4f44-9bab-b1ea94e2eef4,0.0,6.0,6.0
2021-04-12,880c9e5b-5cb2-4662-a1db-1bbc710b7886,0.0,12.0,12.0
2021-04-12,881b33dd-d7fe-429f-84db-807a82253199,0.0,14.0,14.0
2021-04-12,89629d26-4538-4730-a6f1-cddda2435218,1.0,20.0,21.0
2021-04-12,92fd8fe5-2f7b-4900-a902-0f5afaacd0f0,0.0,12.0,12.0
2021-04-12,94a0a068-e4b8-4e3a-8757-5d2a627d6878,0.0,2.0,2.0
2021-04-12,95541ac0-e5ce-493f-b6a4-66142989ad8e,0.0,8.0,8.0
2021-04-12,9db090cf-184b-450e-a07a-97dee812ce0d,1.0,73.0,74.0
2021-04-12,9e1484a3-0235-48c5-aeed-c44451c918fa,0.0,3.0,3.0
2021-04-12,a471dd7c-e2dd-4cc1-a77c-2450d45b9bff,0.0,4.0,4.0
2021-04-12,a7058bfa-97cb-4ab0-a959-a782dd3ce6a8,1.0,9.0,10.0
2021-04-12,acc05561-603e-409d-9446-4d03353d7a5c,0.0,17.0,17.0
2021-04-12,b05bec66-9c3b-4381-9ad2-0636481ca919,0.0,2.0,2.0
2021-04-12,b37cc3a6-ab60-4f74-89da-f004a87d6ff4,0.0,31.0,31.0
2021-04-12,bd9a1f13-a52c-4372-a63c-1e49bd7a7bf3,1.0,21.0,22.0
2021-04-12,bdd4965b-3cb0-443a-b8de-37c86e621d6c,0.0,1.0,1.0
2021-04-12,bf2cf4ca-dac3-4515-ad33-ef66efebeab5,0.0,15.0,15.0
2021-04-12,c2dc34b5-7a9b-4dcb-85ae-b3b6c23d823e,1.0,32.0,33.0
2021-04-12,c7d5aa80-47af-45fd-95d3-c575a44806e5,1.0,9.0,10.0
2021-04-12,cd756fae-c3e3-4176-a4f1-3e5360718d1d,1.0,19.0,20.0
2021-04-12,cf3a43b2-0fef-4db8-873b-6b24e49cfbf3,0.0,21.0,21.0
2021-04-12,d1ec3213-ae35-4ab3-b45f-72feca0fd5f3,0.0,2.0,2.0
2021-04-12,d21ae02c-0851-4acb-99e9-083d1eeb3f0b,0.0,1.0,1.0
2021-04-12,d4212333-dc53-44f1-a167-d65825a1e727,0.0,3.0,3.0
2021-04-12,d8c45b45-c70a-47d6-81ba-da8e0cfac6e0,0.0,1.0,1.0
2021-04-12,d9f64a07-9c47-4f6e-8bbe-a473a688a735,20.0,237.0,257.0
2021-04-12,db06e5e0-8f6f-45d8-92fd-92ce96992012,2.0,23.0,25.0
2021-04-12,e2adc287-86ec-4341-b43d-13cb91255662,0.0,18.0,18.0
2021-04-12,e3115277-d57b-492c-bf7a-1c432ecb473b,0.0,9.0,9.0
2021-04-12,e81b1231-55bc-488a-abf3-9bf0883430ba,0.0,14.0,14.0
2021-04-12,e97d489f-0cea-4cc3-a049-651da1b567b9,0.0,2.0,2.0
2021-04-12,ebb63a9f-bad7-486c-a79e-393b3d0589d2,0.0,15.0,15.0
2021-04-12,ebc01199-49db-4461-abc9-9c0e872a8191,0.0,10.0,10.0
2021-04-12,ece0641a-2b44-4cb1-8e31-074dd5fbb4f1,3.0,34.0,37.0
2021-04-12,f0440cc7-e404-4a2c-bb0d-baf908e9ff25,0.0,33.0,33.0
2021-04-12,f44a6715-552e-40ea-8dd5-c690313e5072,0.0,5.0,5.0
2021-04-12,f7427dbb-e87d-4ed2-b168-136c244596b2,0.0,2.0,2.0
2021-04-12,f7a11005-e09a-431b-afe9-95e8ddac81d8,0.0,42.0,42.0
2021-04-13,01811bcf-ec5b-4a02-a64a-0ac551f9d0ac,0.0,19.0,19.0
2021-04-13,0503125e-929a-4eed-afd6-25213a7b87c7,4.0,34.0,38.0
2021-04-13,09415354-4eb1-4866-87bb-efffe23e196a,0.0,9.0,9.0
2021-04-13,097d4418-6d7c-4922-a703-bde5a6b64919,0.0,87.0,87.0
2021-04-13,0fa2e546-c292-4060-a05e-beb53fc31e72,0.0,14.0,14.0
2021-04-13,10ea7f56-d729-472f-a364-d0c796647abf,0.0,2.0,2.0
2021-04-13,18cb6e95-6073-4102-989e-1b133ac99b29,0.0,54.0,54.0
2021-04-13,19adebda-8361-4267-8ab0-7fe734377602,0.0,3.0,3.0
2021-04-13,19ae2f00-60e7-4db1-8719-644820cc04df,0.0,58.0,58.0
2021-04-13,19ae8e3b-075d-4caa-bdb7-535a971e6505,2.0,16.0,18.0
2021-04-13,26d4a16f-7684-413c-83d6-0efeb5f02cea,0.0,1.0,1.0
2021-04-13,29020005-046d-4f92-9999-04738b934b0f,2.0,18.0,20.0
2021-04-13,2fa0d571-e424-4ee7-ac8b-deb7792305a7,1.0,30.0,31.0
2021-04-13,33ca2840-08b5-4a3d-bad4-da63350becd9,0.0,5.0,5.0
2021-04-13,355cd89d-faa1-4620-8857-a05a24b513e3,0.0,15.0,15.0
2021-04-13,3651da1c-b313-445b-8a02-75f4b93d2f65,0.0,14.0,14.0
2021-04-13,384b1f28-514a-4a8f-8cc2-f5b2f94d7d09,0.0,10.0,10.0
2021-04-13,39f04721-9871-45a8-bc2a-7c892487ba87,0.0,14.0,14.0
2021-04-13,3bbbf782-497c-4697-abda-0a88bbee1b38,5.0,38.0,43.0
2021-04-13,3fc67f73-037c-4f06-9edf-b7ff94cd1570,0.0,20.0,20.0
2021-04-13,43215a1a-2794-4ea9-bebd-4c09a2618e6c,0.0,18.0,18.0
2021-04-13,4389a67a-e4bb-4b93-918b-d417078736ae,0.0,1.0,1.0
2021-04-13,4531a46a-a197-4f87-a56a-5013e21efbcb,0.0,3.0,3.0
2021-04-13,46412e2a-6b5f-4d0c-9562-d89c01d15259,0.0,20.0,20.0
2021-04-13,47dc4136-1684-49ed-a1da-945486345c68,0.0,8.0,8.0
2021-04-13,4850e9c9-2945-4087-b4f9-6c302e44b84e,0.0,5.0,5.0
2021-04-13,4a94ba5f-a198-47e0-8eac-817b6991a962,0.0,2.0,2.0
2021-04-13,54a4df3e-b280-4c89-9a72-aad7f18b761b,0.0,17.0,17.0
2021-04-13,589b11b0-d4bf-4b8b-b475-0bcbd6b4e361,0.0,24.0,24.0
2021-04-13,5cc2687c-e6b7-4e76-b7e5-2da37ae08cdb,0.0,12.0,12.0
2021-04-13,5ee1f2ed-2622-4012-8c2f-aca9f5c1af3f,0.0,48.0,48.0
2021-04-13,642c0f92-4819-4d1f-a85d-41d8cc54e74d,0.0,2.0,2.0
2021-04-13,67d433c3-01fc-48b8-b86f-83c325fe51cf,2.0,44.0,46.0
2021-04-13,706652e6-6eed-4271-afe8-be8e8322e731,0.0,17.0,17.0
2021-04-13,77d99d53-91d7-4649-8eea-cf3bfd715768,0.0,1.0,1.0
2021-04-13,7b71b487-8a7a-48ad-a817-0eb5b692bfe2,4.0,17.0,21.0
2021-04-13,7b9c90a6-86d3-487f-971a-cc8e2d9367be,0.0,6.0,6.0
2021-04-13,8295dc03-9ec7-4f44-9bab-b1ea94e2eef4,0.0,10.0,10.0
2021-04-13,880c9e5b-5cb2-4662-a1db-1bbc710b7886,0.0,5.0,5.0
2021-04-13,881b33dd-d7fe-429f-84db-807a82253199,0.0,10.0,10.0
2021-04-13,89629d26-4538-4730-a6f1-cddda2435218,0.0,29.0,29.0
2021-04-13,92fd8fe5-2f7b-4900-a902-0f5afaacd0f0,3.0,8.0,11.0
2021-04-13,94a0a068-e4b8-4e3a-8757-5d2a627d6878,0.0,5.0,5.0
2021-04-13,95541ac0-e5ce-493f-b6a4-66142989ad8e,0.0,6.0,6.0
2021-04-13,9db090cf-184b-450e-a07a-97dee812ce0d,1.0,28.0,29.0
2021-04-13,9db63f62-5c58-4303-919e-e23681909271,0.0,3.0,3.0
2021-04-13,9e1484a3-0235-48c5-aeed-c44451c918fa,0.0,3.0,3.0
2021-04-13,a471dd7c-e2dd-4cc1-a77c-2450d45b9bff,0.0,4.0,4.0
2021-04-13,a7058bfa-97cb-4ab0-a959-a782dd3ce6a8,0.0,15.0,15.0
2021-04-13,acc05561-603e-409d-9446-4d03353d7a5c,0.0,6.0,6.0
2021-04-13,b05bec66-9c3b-4381-9ad2-0636481ca919,1.0,4.0,5.0
2021-04-13,b37cc3a6-ab60-4f74-89da-f004a87d6ff4,0.0,11.0,11.0
2021-04-13,bd9a1f13-a52c-4372-a63c-1e49bd7a7bf3,2.0,15.0,17.0
2021-04-13,bdd4965b-3cb0-443a-b8de-37c86e621d6c,0.0,9.0,9.0
2021-04-13,bf2cf4ca-dac3-4515-ad33-ef66efebeab5,0.0,22.0,22.0
2021-04-13,c2dc34b5-7a9b-4dcb-85ae-b3b6c23d823e,0.0,21.0,21.0
2021-04-13,c7d5aa80-47af-45fd-95d3-c575a44806e5,1.0,7.0,8.0
2021-04-13,cd756fae-c3e3-4176-a4f1-3e5360718d1d,4.0,18.0,22.0
2021-04-13,cf3a43b2-0fef-4db8-873b-6b24e49cfbf3,2.0,18.0,20.0
2021-04-13,d4212333-dc53-44f1-a167-d65825a1e727,0.0,1.0,1.0
2021-04-13,d8c45b45-c70a-47d6-81ba-da8e0cfac6e0,0.0,2.0,2.0
2021-04-13,d9f64a07-9c47-4f6e-8bbe-a473a688a735,10.0,160.0,170.0
2021-04-13,db06e5e0-8f6f-45d8-92fd-92ce96992012,0.0,13.0,13.0
2021-04-13,e2adc287-86ec-4341-b43d-13cb91255662,0.0,8.0,8.0
2021-04-13,e3115277-d57b-492c-bf7a-1c432ecb473b,2.0,7.0,9.0
